model,fold_aucs,mean_auc,oof_auc
pvt_v2_b5,"[np.float64(0.8580013093901983), np.float64(0.8203059174282197), np.float64(0.7935714360438963), np.float64(0.8350282811524976), np.float64(0.8360488549120073)]",0.8285911597853639,0.773120411813528
