epoch,loss,val_auc
1,0.017644596264244965,0.8777367530524096
2,0.022395295200157934,0.840967545828657
3,0.011462776646468505,0.824485384144475
4,0.008900208098238865,0.8593000714212835
5,0.00561750784512561,0.8118654984185287
6,0.004346574770221529,0.7904996939087848
7,0.0032475381928474723,0.8251560214944054
8,0.0019000354515733998,0.7056624749175253
