model,fold,epoch,loss,val_auc
swinv2_base_window8_256,4,1,0.006310805629282735,0.8434123835610946
swinv2_base_window8_256,4,2,0.0062182169259879,0.7467189101543997
swinv2_base_window8_256,4,3,0.00644644924139255,0.7531896177972027
swinv2_base_window8_256,4,4,0.006658262528889425,0.6433880745509726
swinv2_base_window8_256,4,5,0.006709666761648773,0.6083881121422252
swinv2_base_window8_256,4,6,0.006597768348310373,0.6544173481125433
swinv2_base_window8_256,4,7,0.0065241214095297494,0.7069410995190826
swinv2_base_window8_256,4,8,0.006488900657273992,0.7057369263888089
