model,fold,epoch,loss,val_auc
efficientnet_b5,5,1,0.0073501804268544055,0.8286964136621875
efficientnet_b5,5,2,0.0063462261391814484,0.7494689979086269
efficientnet_b5,5,3,0.006645422269109052,0.7678956543495937
efficientnet_b5,5,4,0.0063969794431981124,0.7898401146583773
efficientnet_b5,5,5,0.006284473245992469,0.7421111174568467
efficientnet_b5,5,6,0.006189412726415108,0.8308829728502234
efficientnet_b5,5,7,0.00622249168415222,0.8024984974204584
efficientnet_b5,5,8,0.006118800236502825,0.8438717871313921
efficientnet_b5,5,9,0.006033796918304674,0.8200004895281765
efficientnet_b5,5,10,0.0058131645513618,0.8341043402112042
efficientnet_b5,5,11,0.0059065783401881415,0.8295979613871052
efficientnet_b5,5,12,0.0057319601947802695,0.8372590773481715
efficientnet_b5,5,13,0.0056478054739662305,0.8474303850139107
efficientnet_b5,5,14,0.005603189243801901,0.85326392911632
efficientnet_b5,5,15,0.005530372238593369,0.8492171628578654
efficientnet_b5,5,16,0.005473528774875282,0.8312188435712712
efficientnet_b5,5,17,0.005422798217627055,0.8265465690873834
efficientnet_b5,5,18,0.0053595152596511595,0.833179675877955
efficientnet_b5,5,19,0.0052740073646507755,0.8233496781352239
efficientnet_b5,5,20,0.005174094440341808,0.8218470985936943
efficientnet_b5,5,21,0.005196661309192074,0.8316580591295644
