fold,epoch,tr_loss,tr_auc,vl_loss,vl_auc,time_s
3,1,0.007422786158442234,0.6904687427672894,0.005030027584379914,0.8518307025387815,161.88125705718994
3,2,0.005826667565363825,0.787898648124456,0.004756209320107523,0.8786327320088644,160.38591933250427
3,3,0.005450334525365549,0.8210153314851404,0.005209201685033509,0.8364679315215843,160.353182554245
3,4,0.005305539018480726,0.8334622565398809,0.005318364390026923,0.8729710159014035,160.69791269302368
3,5,0.005117132837737873,0.8548227943422548,0.004572554863913759,0.8879166504671928,161.76666283607483
3,6,0.004980529594877754,0.8667389564568299,0.004798231863298804,0.8716807278099608,161.49485158920288
3,7,0.0049296383079862624,0.8715110752929149,0.004532623933038565,0.8928437204359603,159.9036877155304
3,8,0.004650001323456693,0.8935446968970275,0.004537556573065216,0.88338565763384,161.48404097557068
3,9,0.0043862894300098635,0.9118435558160516,0.004714564871656793,0.8935208584425177,160.92077231407166
3,10,0.004097546134292074,0.9259431400643368,0.004574650028182266,0.894371330819175,159.69429731369019
3,11,0.0039006205373450027,0.9314747710646475,0.00531744599760383,0.8718969907857392,160.5964539051056
3,12,0.0034597934216072483,0.9488305249870223,0.0055190837554359206,0.8849804958334953,159.33739495277405
3,13,0.0031519191443723353,0.9584669637025693,0.005495306535233901,0.8976995127198268,159.02102422714233
3,14,0.0027779370863250425,0.9683364676652721,0.0061639439388119326,0.8871423156175886,159.48795461654663
3,15,0.002496443303576935,0.9742733192839588,0.006158569374877386,0.8836011106359265,159.2981698513031
3,16,0.0023038164608899505,0.9796009642427197,0.006831417152987684,0.8982924134624107,160.12404131889343
3,17,0.0019701614478482283,0.9863056903203794,0.007936097319446549,0.8910002203128443,159.55930519104004
3,18,0.002014126466926296,0.9851161404049789,0.007646133620296319,0.8937938195767401,159.3339765071869
3,19,0.0018826559691625991,0.9873585841545197,0.008174262730105212,0.8882908583129221,160.1652524471283
3,20,0.0018556143455853978,0.9871294572784388,0.008102562387132374,0.8956567590684655,158.3563151359558
