model,fold,epoch,loss,val_auc
swinv2_cr_tiny_384,5,1,0.008188989628991708,0.7171710166684344
swinv2_cr_tiny_384,5,2,0.007259971588796264,0.7416895793049244
swinv2_cr_tiny_384,5,3,0.0069538056479737775,0.7910448978925811
swinv2_cr_tiny_384,5,4,0.006640934006464351,0.8183428927307784
swinv2_cr_tiny_384,5,5,0.006507811391102139,0.8145272925556362
swinv2_cr_tiny_384,5,6,0.0062735069839323695,0.8328220483490663
swinv2_cr_tiny_384,5,7,0.006308904159100764,0.8240880498013331
swinv2_cr_tiny_384,5,8,0.006177748636516496,0.8269599484363654
swinv2_cr_tiny_384,5,9,0.00613324266932894,0.8415723645026801
swinv2_cr_tiny_384,5,10,0.006047195558449922,0.8389588279607615
swinv2_cr_tiny_384,5,11,0.005989427163941353,0.8409047024620548
swinv2_cr_tiny_384,5,12,0.005879151023324385,0.8455715377439822
swinv2_cr_tiny_384,5,13,0.0058160385580237495,0.8601227627882436
swinv2_cr_tiny_384,5,14,0.005759197068315239,0.8513520496272787
swinv2_cr_tiny_384,5,15,0.005764716181058375,0.8622712475625576
swinv2_cr_tiny_384,5,16,0.00568930971346666,0.8589315775589406
swinv2_cr_tiny_384,5,17,0.0056436608420611595,0.8626519916997778
swinv2_cr_tiny_384,5,18,0.005620502580383302,0.8628967557879907
swinv2_cr_tiny_384,5,19,0.005459507930725143,0.8641232958300358
swinv2_cr_tiny_384,5,20,0.0054912490602940485,0.8636405666560603
swinv2_cr_tiny_384,5,21,0.005459383926846533,0.8666946785567622
swinv2_cr_tiny_384,5,22,0.005389622723930608,0.8666606835445103
swinv2_cr_tiny_384,5,23,0.005420721862917276,0.8663520088332639
swinv2_cr_tiny_384,5,24,0.00543825530873121,0.8658719992602685
swinv2_cr_tiny_384,5,25,0.00537295424613841,0.8659862225014346
