model,fold,epoch,loss,val_auc
efficientnet_b4,5,1,0.010022208400565344,0.7820212618404627
efficientnet_b4,5,2,0.005825347749040026,0.8361630781531733
efficientnet_b4,5,3,0.005205652925685342,0.8506966257910639
efficientnet_b4,5,4,0.0048749488225929075,0.8624915352419492
efficientnet_b4,5,5,0.004668435052168339,0.8610651045278637
efficientnet_b4,5,6,0.004346088086623276,0.868881237744798
efficientnet_b4,5,7,0.004114914218980936,0.8486338084476246
efficientnet_b4,5,8,0.003657752090851176,0.8644741243564744
efficientnet_b4,5,9,0.003188586714104781,0.85759897307867
efficientnet_b4,5,10,0.0030424262079547008,0.84779345174476
efficientnet_b4,5,11,0.0025732173537055037,0.8469503754409153
efficientnet_b4,5,12,0.00212365012697807,0.8764866018857713
efficientnet_b4,5,13,0.001978325434805149,0.8307578712051367
efficientnet_b4,5,14,0.0015866904047678503,0.8403662214679863
efficientnet_b4,5,15,0.001438800043389233,0.8115466098813982
efficientnet_b4,5,16,0.0012147796844055709,0.8618429104081848
efficientnet_b4,5,17,0.0010358408147077701,0.8127758695244234
efficientnet_b4,5,18,0.0009415092114296779,0.8231198718524019
efficientnet_b4,5,19,0.0008934368241544889,0.804827835659952
