model,fold_aucs,mean_auc,oof_auc
efficientnet_b5,"[np.float64(0.85238857429514), np.float64(0.8232711128394581), np.float64(0.8053667262969588), np.float64(0.8204215733693541), np.float64(0.85326392911632)]",0.8309423831834462,0.8119287665396325
