model,fold_aucs,mean_auc,oof_auc
swinv2_cr_tiny_384,"[np.float64(0.8581426640138762), np.float64(0.8182805107265538), np.float64(0.8317839918819111), np.float64(0.8504632495382541), np.float64(0.8666946785567622)]",0.8450730189434715,0.8404852566810859
