model,fold_aucs,mean_auc,oof_auc
pvt_v2_b4,"[np.float64(0.8298472944937592), np.float64(0.8176428650402413), np.float64(0.7905030913598845), np.float64(0.8709905796320567), np.float64(0.8208476452334913)]",0.8259662951518866,0.7835364306205798
