model,fold_aucs,mean_auc,oof_auc
swinv2_base_window8_256,"[np.float64(0.8467885930007142), np.float64(0.8472452562592216), np.float64(0.831892791011518), np.float64(0.8434123835610946), np.float64(0.8360706117198485)]",0.8410819271104794,0.7756077459346585
