model,fold_aucs,mean_auc,oof_auc
pvt_v2_b3,"[np.float64(0.8607338111757304), np.float64(0.8368561112953834), np.float64(0.8050853131636485), np.float64(0.7800535800656092), np.float64(0.8465968273134965)]",0.8258651286027737,0.7913617258479724
