model,fold_aucs,mean_auc,oof_auc
efficientnet_b4,"[np.float64(0.8857238206985683), np.float64(0.8692826343059099), np.float64(0.8561937042965194), np.float64(0.9199707289445128), np.float64(0.8764866018857713)]",0.8815314980262563,0.8555774815078526
