model,fold,epoch,loss,val_auc
pvt_v2_b3,4,1,0.006516852612220525,0.7736643201371329
pvt_v2_b3,4,2,0.006400833100617319,0.7479732049550284
pvt_v2_b3,4,3,0.006220149158329297,0.7800535800656092
pvt_v2_b3,4,4,0.006135951305406057,0.7478178277769285
pvt_v2_b3,4,5,0.006474654371990924,0.5167042996874914
pvt_v2_b3,4,6,0.006672938663967442,0.5179911735738505
pvt_v2_b3,4,7,0.006740664721943307,0.6654015121707946
pvt_v2_b3,4,8,0.006575354618286142,0.7737645634778425
pvt_v2_b3,4,9,0.006493278337744447,0.5409970202666974
pvt_v2_b3,4,10,0.006630015749571234,0.499010097010493
