fold,epoch,tr_loss,tr_auc,vl_loss,vl_auc,time_s
1,1,0.007111099363385659,0.695393191134056,0.0057381861790402585,0.8302244630369631,206.06784915924072
1,2,0.005707548368495599,0.7845759988456853,0.005559561562740242,0.8503206862581862,162.1184368133545
1,3,0.005284881405318218,0.8297891731000089,0.005094570487385771,0.8730817793317793,161.26985788345337
1,4,0.005107519493331622,0.8473767718546645,0.00527913903582725,0.8665449134199134,162.29709553718567
1,5,0.0049975432604563,0.8582134325959192,0.005276640539259384,0.8652571386946387,161.17300844192505
1,6,0.004830369667177724,0.8693840807468671,0.005844600906975009,0.8549401986901988,161.5111289024353
1,7,0.004665665866514702,0.882302964138261,0.005666020163174134,0.8781426906426906,160.89732098579407
1,8,0.004480263640561739,0.8960818014525482,0.0059088715466925614,0.8526629620379621,160.76093459129333
1,9,0.004318641476311922,0.9059717224700427,0.005238368681345231,0.8918338605838606,160.57583355903625
1,10,0.003916406361689872,0.929147456820616,0.0056858317043690125,0.8871770590520591,162.15319061279297
1,11,0.003755670396331153,0.9385617534551199,0.005611625270359206,0.8926108613608613,161.19736433029175
1,12,0.003313889984935203,0.9541872292253837,0.006454332317907859,0.8927001817626816,162.45401120185852
1,13,0.003068668366275257,0.9622818618206663,0.006607303012239649,0.891370781995782,160.5531702041626
1,14,0.002891762681191232,0.9667561048453107,0.006495184481691441,0.902654637029637,161.3182098865509
1,15,0.0023059921231952498,0.9812740007034106,0.007701006645116468,0.9013200341325343,161.19413113594055
1,16,0.0021599613698688406,0.9831004280407257,0.008056291420286256,0.8964455683205683,160.91397738456726
1,17,0.002088520640537874,0.9830328985025205,0.007699878972978826,0.8945412226662226,162.16580510139465
1,18,0.002054003355365285,0.983307897030451,0.00852824259524508,0.8941327769452769,162.2800588607788
1,19,0.0018301150613227867,0.9872095447405735,0.00866897595654244,0.8930644008769009,162.29610419273376
