model,fold,epoch,loss,val_auc
efficientnet_b7,2,1,0.04427667170274341,0.7594855752917539
efficientnet_b7,2,2,0.01192006774955206,0.5645928408306741
efficientnet_b7,2,3,0.00753648311337901,0.8374832725234755
efficientnet_b7,2,4,0.006761149048101148,0.7741819263190401
efficientnet_b7,2,5,0.006467186864529839,0.7895750172516994
efficientnet_b7,2,6,0.006349518848521536,0.8466743298524931
efficientnet_b7,2,7,0.005915296465124041,0.826682374291346
efficientnet_b7,2,8,0.005873818403432289,0.8197187877678779
efficientnet_b7,2,9,0.005890393170683148,0.8423061233048537
efficientnet_b7,2,10,0.005533045767893222,0.8344170450602952
efficientnet_b7,2,11,0.005362049224987948,0.8539791378344066
efficientnet_b7,2,12,0.005127932846010551,0.8489418322257933
efficientnet_b7,2,13,0.0051521758869701164,0.8561465612883302
efficientnet_b7,2,14,0.004823415753940376,0.8401453717788885
efficientnet_b7,2,15,0.0047344097006162674,0.8638593100082732
efficientnet_b7,2,16,0.004596477556814744,0.8654596195857305
efficientnet_b7,2,17,0.004480304266962776,0.8787358030904371
efficientnet_b7,2,18,0.004426412434412878,0.8689547567033814
efficientnet_b7,2,19,0.004139454881797764,0.874930897889002
efficientnet_b7,2,20,0.0040815008216864394,0.875209212598125
efficientnet_b7,2,21,0.004045543396876803,0.8774719493085976
efficientnet_b7,2,22,0.003806941583598718,0.8686545199452521
efficientnet_b7,2,23,0.0037477684465081367,0.8767799750660521
efficientnet_b7,2,24,0.0037752522924935105,0.8744448002806022
