run,fold_aucs,mean_auc,std_auc,oof_auc,balanced_acc,sensitivity,specificity
efficientnet_b3_kfold5_meta0_384,"[np.float64(0.902654637029637), np.float64(0.8996717674237745), np.float64(0.8982924134624107), np.float64(0.8930614404872904), np.float64(0.903956440689004)]",0.8995273398184234,0.003814464024403711,0.8963334400154876,0.8140414165345069,0.8415841584158416,0.7864986746531722
