model,fold,epoch,loss,val_auc
efficientnet_b4,3,1,0.010595315117355116,0.7995731726453881
efficientnet_b4,3,2,0.00537156280122666,0.8142359476508804
efficientnet_b4,3,3,0.004999502136406945,0.8250572764648652
efficientnet_b4,3,4,0.004593611476437777,0.8407839814204563
efficientnet_b4,3,5,0.004231486440202978,0.8528177928422727
efficientnet_b4,3,6,0.004044874580744246,0.8515362646329598
efficientnet_b4,3,7,0.0036214233857334408,0.8561937042965194
efficientnet_b4,3,8,0.0032105131069542154,0.8316281162058395
efficientnet_b4,3,9,0.0029763743454322917,0.8531284980489386
efficientnet_b4,3,10,0.0025165090846879707,0.8439192794149954
efficientnet_b4,3,11,0.002156813144835091,0.8471330383203088
efficientnet_b4,3,12,0.0020720745535497812,0.8353241481760454
efficientnet_b4,3,13,0.0017275387391106891,0.8228248020169684
efficientnet_b4,3,14,0.0013440541026003207,0.8317348230444925
