model,fold,epoch,loss,val_auc
efficientnet_b7,1,1,0.049057031941949006,0.7232754735911302
efficientnet_b7,1,2,0.01246591793262538,0.5270763187429854
efficientnet_b7,1,3,0.00782929707281498,0.7940123031663435
efficientnet_b7,1,4,0.007191319318491302,0.8622685185185185
efficientnet_b7,1,5,0.006737188901838382,0.7599851630785974
efficientnet_b7,1,6,0.006646886094319163,0.8152697003707104
efficientnet_b7,1,7,0.006562838985116416,0.8557863993470054
efficientnet_b7,1,8,0.0061937594128009905,0.8671085858585859
efficientnet_b7,1,9,0.006020638529512692,0.8809103237764854
efficientnet_b7,1,10,0.005901323854367609,0.8564410944461449
efficientnet_b7,1,11,0.005675974207505256,0.8837161599156549
efficientnet_b7,1,12,0.005540016779558535,0.8833664932149781
efficientnet_b7,1,13,0.005505182491590503,0.8740827891711731
efficientnet_b7,1,14,0.00517108436021224,0.8741784426759174
efficientnet_b7,1,15,0.005197642229394778,0.8973329677243818
efficientnet_b7,1,16,0.005124854651710294,0.8752274427779478
efficientnet_b7,1,17,0.0049308695422115075,0.8975731643029623
efficientnet_b7,1,18,0.004896134009631287,0.8864072118491311
efficientnet_b7,1,19,0.0046767643917909095,0.9023186409550047
efficientnet_b7,1,20,0.004565912256631626,0.8960086980920313
efficientnet_b7,1,21,0.004442329128657056,0.8959013536033739
efficientnet_b7,1,22,0.004439780990442329,0.8976592524572322
efficientnet_b7,1,23,0.0042624121086824425,0.9000760976771077
efficientnet_b7,1,24,0.00424482767800288,0.9030243512566745
efficientnet_b7,1,25,0.004276524967823455,0.8970236880590416
