model,fold_aucs,mean_auc,oof_auc
swinv2_small_window8_256,"[np.float64(0.8734334081556304), np.float64(0.866338407811112), np.float64(0.8091129732500602), np.float64(0.8756807149355059), np.float64(0.8508190078351705)]",0.8550769023974958,0.78856480419091
